None
Comment: elizabethxmendoza said "My little princess 💖"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: lynettefunk_ said "He's so high but we out here chillen 👼💨 Tio Paco #bigassDOME"
Comment: chanchozdesign said "It's a small world at disneyland is on fire"
Comment: urbeezy said "Goodnight from Tofu, often referred to as Slowfu the Caboose, as he prefers a nice chill mosey to a run or hustle 😜 He's a senior boy, but still zesty and capable. He and his best friend Miso love hanging out with @thepetwhisperers. You gotta love that face 🐶😍😎 #boxer #whiteboxer #chillin #cagefreeboarding #thepetwhisperers #escondido #oceanside #sunshine #happyboy #sanmarcos #trulycagefree #happydogs #boxersofinstagram"
Comment: mutsharkabitch said "Wager ?#mut #mut15 #madden"
Comment: missmessynessie said "Sometimes we change out of sweats and put pants (or jumpsuits) on. In the bestest of company with @barbellkitchen and @hookgripordie. ☺️ #datenight"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: lynettefunk_ said "He's so high but we out here chillen 👼💨 Tio Paco #bigassDOME"
Comment: chanchozdesign said "It's a small world at disneyland is on fire"
Comment: urbeezy said "Goodnight from Tofu, often referred to as Slowfu the Caboose, as he prefers a nice chill mosey to a run or hustle 😜 He's a senior boy, but still zesty and capable. He and his best friend Miso love hanging out with @thepetwhisperers. You gotta love that face 🐶😍😎 #boxer #whiteboxer #chillin #cagefreeboarding #thepetwhisperers #escondido #oceanside #sunshine #happyboy #sanmarcos #trulycagefree #happydogs #boxersofinstagram"
Comment: mutsharkabitch said "Wager ?#mut #mut15 #madden"
Comment: missmessynessie said "Sometimes we change out of sweats and put pants (or jumpsuits) on. In the bestest of company with @barbellkitchen and @hookgripordie. ☺️ #datenight"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on ➡️➡️➡️➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: lynettefunk_ said "He's so high but we out here chillen 👼💨 Tio Paco #bigassDOME"
Comment: chanchozdesign said "It's a small world at disneyland is on fire"
Comment: urbeezy said "Goodnight from Tofu, often referred to as Slowfu the Caboose, as he prefers a nice chill mosey to a run or hustle 😜 He's a senior boy, but still zesty and capable. He and his best friend Miso love hanging out with @thepetwhisperers. You gotta love that face 🐶😍😎 #boxer #whiteboxer #chillin #cagefreeboarding #thepetwhisperers #escondido #oceanside #sunshine #happyboy #sanmarcos #trulycagefree #happydogs #boxersofinstagram"
Comment: mutsharkabitch said "Wager ?#mut #mut15 #madden"
Comment: missmessynessie said "Sometimes we change out of sweats and put pants (or jumpsuits) on. In the bestest of company with @barbellkitchen and @hookgripordie. ☺️ #datenight"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: lynettefunk_ said "He's so high but we out here chillen 👼💨 Tio Paco #bigassDOME"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: ramin_rm said "😶"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: sidsalazarr said "The girls are back in town😛😋💕 #morganisgonnakillme"
None
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: ramin_rm said "😶"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: clauteran89 said "My kind of Saturday night!!!👶👩😍☔️#bestdate#Dannyboy#ingreatcompany#amordelbueno#day60of365#todoeldiaenlacama#buenasnoches#goodnight"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: gurlscout_cookies said "#UndefeatedSelfessAct @undefeatedinc"
Comment: mumichelle said "Seriously hate the shadow I get when I take eye pics. On the top pic there is a shadow on the left corner of my eye that makes it look as if my eyeshadow is winged out, & IT'S NOT 😩 same on bottom pic, but on right side 😠
Anyways… here's a close up of my eye makeup from yesterday. Products used are on my previous posts."
Comment: flowersbykendra said "New Disneyland flowers for the win! 🙌 Huuuuge ranunculus 😍 #disneyland #disneyresort #disneyflowers #instaflowers #floristlife #myhappyplace"
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: ramin_rm said "😶"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: nessapess said "2 dozen sunflower cupcakes with an Oreo middle for @bryana123 and @mfraz310 😊🌻💗"
Comment: mama_bear873 said "Luly genes runnin' strong! #cousins#AubreyLee#tuckerjaxson#theycouldbetwins#cutestkidsever#lovethem#californialove @mamaluly_"
Comment: breannasun said "Talking 'bout #butts @julietwearsred  I have missed her!!"
Comment: amazzetti1818 said "💤Goodnight 🌎"
Comment: ariana.grande.butera21 said "* Goodnight *
-
-
-Ily guys!! 💕💋💗🎀"
Comment: flowersbykendra said "New Disneyland flowers for the win! 🙌 Huuuuge ranunculus 😍 #disneyland #disneyresort #disneyflowers #instaflowers #floristlife #myhappyplace"
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: meganlikestocook said "He lives the @rawlife247 life"
Comment: mutsharkabitch said "❌welcher alert ❌#mut #mut15 #madden @broncos_mut15"
Comment: kaitykate13 said "*vomit*"
Comment: amazzetti1818 said "💤Goodnight 🌎"
Comment: ariana.grande.butera21 said "* Goodnight *
-
-
-Ily guys!! 💕💋💗🎀"
Comment: flowersbykendra said "New Disneyland flowers for the win! 🙌 Huuuuge ranunculus 😍 #disneyland #disneyresort #disneyflowers #instaflowers #floristlife #myhappyplace"
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: armandocisnerosdoe said "Bored someone dm me 😏"
Comment: kiki_taite said "Join us while we make history. #mmhs #basketball #girls #semifinals"
Comment: kaitykate13 said "*vomit*"
Comment: amazzetti1818 said "💤Goodnight 🌎"
Comment: ariana.grande.butera21 said "* Goodnight *
-
-
-Ily guys!! 💕💋💗🎀"
Comment: flowersbykendra said "New Disneyland flowers for the win! 🙌 Huuuuge ranunculus 😍 #disneyland #disneyresort #disneyflowers #instaflowers #floristlife #myhappyplace"
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
Comment: sophia.frias said "I love this girl so much.😘. Even tho she doesn't have a Instagram. This girl is always me laugh. She is always txting me everyday. Omg idk what I would do if she didn't come into my life. She is always there for me when I need someone she is there I can talk to her and she knows what can clam me down and what can't. Thxs for the pictures U send me I love them. From now on I'm gonna be there for u. When u get in trouble when ur crying or anything or when something is wrong with u I'll always be there when u need me. We had our ups and downs. We had to got mad at each other but were always fixing them.💕. Well ilysm 💕😍💘😻💋. Thxs for everything u had done for me. Now u take a step back and let me handle whatever u need. Well ttyl bae😘❤️💕😍💘."
Comment: marisaruch said "sadies was a success"
Comment: cynthiageeee said "Got ready and stayed home because I don't have my id 😑😑 #imanidiot #wasteofmakeup #timetosleep"
Comment: luvlyylilyy said "Been moving on #byebitch ➡️➡️"
Comment: aweekendcrossing said "Dinner date with mon amour💜💜"
Comment: kiki_taite said "Join us while we make history. #mmhs #basketball #girls #semifinals"
Comment: kaitykate13 said "*vomit*"
Comment: amazzetti1818 said "💤Goodnight 🌎"
Comment: ariana.grande.butera21 said "* Goodnight *
-
-
-Ily guys!! 💕💋💗🎀"
Comment: flowersbykendra said "New Disneyland flowers for the win! 🙌 Huuuuge ranunculus 😍 #disneyland #disneyresort #disneyflowers #instaflowers #floristlife #myhappyplace"
Comment: brizeiduh said "SD shenanigans with the fam"
Comment: itzz_alyzza said "Let's jump on a cloud and run away 😻"
Comment: shhhelll said "Fun meeting the new mascot for San Diego Sabers

#sandiegogulls #sandiegosabers #sandiegosabershockey #hockey"
Comment: vanessa.ih8 said ".
' today was good; but then I woke up .' 😪"
Comment: brianas2 said "And he puts up with this....😬"
Comment: christiinaaa.c said "Today was fun(: thanks salma for inviting me😊👌"
